# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/leedTaS2.tlm
#
# Structure: TaS2-(r13xr13)R13.9° - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 3.3540 AA; alpha = 120.00 deg
#        Basis: a = [ 3.3540 -0.0000]; b = [-1.6770  2.9046]
# Surface lattice: Hexagonal (p3); a = 12.0930 AA; alpha = 120.00 deg
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [11.7390  2.9046]; b = [-8.3850  8.7139]
#            Superlattice: [[ 4  1] [-1  3]]
# Domain 2 - Basis: a = [11.7390 -2.9046]; b = [-8.3850 -8.7139]
#            Superlattice: [[ 3 -1] [-4 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( 55/13|-69/13), 4.23077,-5.30769,  7.92567, -6.90543,  716,        2,
(-21/13| 71/13),-1.61538, 5.46154, -3.02617, 10.06696,  717,        1,
(-50/13|-21/13),-3.84615,-1.61538, -7.20516, -7.65422,  717,        1,
( 71/13|-50/13), 5.46154,-3.84615, 10.23132, -2.41274,  717,        1,
(-14/13| 69/13),-1.07692, 5.30769, -2.01744, 10.31655,  718,        1,
(-55/13|-14/13),-4.23077,-1.07692, -7.92567, -6.90543,  718,        1,
( 69/13|-55/13), 5.30769,-4.23077,  9.94312, -3.41112,  718,        1,
(-21/13|-50/13),-1.61538,-3.84615, -3.02617,-10.06696,  719,        2,
(-50/13| 71/13),-3.84615, 5.46154, -7.20516,  7.65422,  719,        2,
( 71/13|-21/13), 5.46154,-1.61538, 10.23132,  2.41274,  719,        2,
(-14/13|-55/13),-1.07692,-4.23077, -2.01744,-10.31655,  720,        2,
(-55/13| 69/13),-4.23077, 5.30769, -7.92567,  6.90543,  720,        2,
( 69/13|-14/13), 5.30769,-1.07692,  9.94312,  3.41112,  720,        2,
(-73/13| 41/13),-5.61538, 3.15385,-10.51953,  0.74878,  721,        2,
( 32/13|-73/13), 2.46154,-5.61538,  4.61130, -9.48457,  721,        2,
( 41/13| 32/13), 3.15385, 2.46154,  5.90823,  8.73579,  721,        2,
(-67/13| 59/13),-5.15385, 4.53846, -9.65491,  4.24310,  722,        2,
( 59/13|  8/13), 4.53846, 0.61538,  8.50209,  6.23985,  722,        2,
(  8/13|-67/13), 0.61538,-5.15385,  1.15283,-10.48295,  722,        2,
(-73/13| 32/13),-5.61538, 2.46154,-10.51953, -0.74878,  723,        1,
( 32/13| 41/13), 2.46154, 3.15385,  4.61130,  9.48457,  723,        1,
( 41/13|-73/13), 3.15385,-5.61538,  5.90823, -8.73579,  723,        1,
(-59/13| 67/13),-4.53846, 5.15385, -8.50209,  6.23985,  724,        1,
( -8/13|-59/13),-0.61538,-4.53846, -1.15283,-10.48295,  724,        1,
( 67/13| -8/13), 5.15385,-0.61538,  9.65491,  4.24310,  724,        1,
(-67/13|  8/13),-5.15385, 0.61538, -9.65491, -4.24310,  725,        1,
( 59/13|-67/13), 4.53846,-5.15385,  8.50209, -6.23985,  725,        1,
(  8/13| 59/13), 0.61538, 4.53846,  1.15283, 10.48295,  725,        1,
(-59/13| -8/13),-4.53846,-0.61538, -8.50209, -6.23985,  726,        2,
( -8/13| 67/13),-0.61538, 5.15385, -1.15283, 10.48295,  726,        2,
( 67/13|-59/13), 5.15385,-4.53846,  9.65491, -4.24310,  726,        2,
(-32/13| 73/13),-2.46154, 5.61538, -4.61130,  9.48457,  727,        2,
(-41/13|-32/13),-3.15385,-2.46154, -5.90823, -8.73579,  727,        2,
( 73/13|-41/13), 5.61538,-3.15385, 10.51953, -0.74878,  727,        2,
(-32/13|-41/13),-2.46154,-3.15385, -4.61130, -9.48457,  728,        1,
(-41/13| 73/13),-3.15385, 5.61538, -5.90823,  8.73579,  728,        1,
( 73/13|-32/13), 5.61538,-2.46154, 10.51953,  0.74878,  728,        1,
(-73/13| 45/13),-5.61538, 3.46154,-10.51953,  1.41437,  729,        1,
( 28/13|-73/13), 2.15385,-5.61538,  4.03489, -9.81736,  729,        1,
( 45/13| 28/13), 3.46154, 2.15385,  6.48464,  8.40300,  729,        1,
(-67/13| 60/13),-5.15385, 4.61538, -9.65491,  4.40949,  730,        1,
( 60/13|  7/13), 4.61538, 0.53846,  8.64619,  6.15665,  730,        1,
(  7/13|-67/13), 0.53846,-5.15385,  1.00872,-10.56614,  730,        1,
(-73/13| 28/13),-5.61538, 2.15385,-10.51953, -1.41437,  731,        2,
( 28/13| 45/13), 2.15385, 3.46154,  4.03489,  9.81736,  731,        2,
( 45/13|-73/13), 3.46154,-5.61538,  6.48464, -8.40300,  731,        2,
(-60/13| 67/13),-4.61538, 5.15385, -8.64619,  6.15665,  732,        2,
( -7/13|-60/13),-0.53846,-4.61538, -1.00872,-10.56614,  732,        2,
( 67/13| -7/13), 5.15385,-0.53846,  9.65491,  4.40949,  732,        2,
(-67/13|  7/13),-5.15385, 0.53846, -9.65491, -4.40949,  733,        2,
( 60/13|-67/13), 4.61538,-5.15385,  8.64619, -6.15665,  733,        2,
(  7/13| 60/13), 0.53846, 4.61538,  1.00872, 10.56614,  733,        2,
(-60/13| -7/13),-4.61538,-0.53846, -8.64619, -6.15665,  734,        1,
( -7/13| 67/13),-0.53846, 5.15385, -1.00872, 10.56614,  734,        1,
( 67/13|-60/13), 5.15385,-4.61538,  9.65491, -4.40949,  734,        1,
(-28/13| 73/13),-2.15385, 5.61538, -4.03489,  9.81736,  735,        1,
(-45/13|-28/13),-3.46154,-2.15385, -6.48464, -8.40300,  735,        1,
( 73/13|-45/13), 5.61538,-3.46154, 10.51953, -1.41437,  735,        1,
(-28/13|-45/13),-2.15385,-3.46154, -4.03489, -9.81736,  736,        2,
(-45/13| 73/13),-3.46154, 5.61538, -6.48464,  8.40300,  736,        2,
( 73/13|-28/13), 5.61538,-2.15385, 10.51953,  1.41437,  736,        2,
(-74/13| 38/13),-5.69231, 2.92308,-10.66363,  0.16640,  737,        2,
( 36/13|-74/13), 2.76923,-5.69231,  5.18771, -9.31817,  737,        2,
( 38/13| 36/13), 2.92308, 2.76923,  5.47592,  9.15178,  737,        2,
(-74/13| 36/13),-5.69231, 2.76923,-10.66363, -0.16640,  738,        1,
( 36/13| 38/13), 2.76923, 2.92308,  5.18771,  9.31817,  738,        1,
( 38/13|-74/13), 2.92308,-5.69231,  5.47592, -9.15178,  738,        1,
(-66/13| 62/13),-5.07692, 4.76923, -9.51081,  4.82548,  739,        2,
(  4/13|-66/13), 0.30769,-5.07692,  0.57641,-10.64934,  739,        2,
( 62/13|  4/13), 4.76923, 0.30769,  8.93439,  5.82386,  739,        2,
(-66/13|  4/13),-5.07692, 0.30769, -9.51081, -4.82548,  740,        1,
(  4/13| 62/13), 0.30769, 4.76923,  0.57641, 10.64934,  740,        1,
( 62/13|-66/13), 4.76923,-5.07692,  8.93439, -5.82386,  740,        1,
(-36/13| 74/13),-2.76923, 5.69231, -5.18771,  9.31817,  741,        2,
(-38/13|-36/13),-2.92308,-2.76923, -5.47592, -9.15178,  741,        2,
( 74/13|-38/13), 5.69231,-2.92308, 10.66363, -0.16640,  741,        2,
(-36/13|-38/13),-2.76923,-2.92308, -5.18771, -9.31817,  742,        1,
(-38/13| 74/13),-2.92308, 5.69231, -5.47592,  9.15178,  742,        1,
( 74/13|-36/13), 5.69231,-2.76923, 10.66363,  0.16640,  742,        1,
( -4/13| 66/13),-0.30769, 5.07692, -0.57641, 10.64934,  743,        2,
(-62/13| -4/13),-4.76923,-0.30769, -8.93439, -5.82386,  743,        2,
( 66/13|-62/13), 5.07692,-4.76923,  9.51081, -4.82548,  743,        2,
( -4/13|-62/13),-0.30769,-4.76923, -0.57641,-10.64934,  744,        1,
(-62/13| 66/13),-4.76923, 5.07692, -8.93439,  5.82386,  744,        1,
( 66/13| -4/13), 5.07692,-0.30769,  9.51081,  4.82548,  744,        1,
(-72/13| 54/13),-5.53846, 4.15385,-10.37543,  2.99513,  745,        1,
( 18/13|-72/13), 1.38462,-5.53846,  2.59386,-10.48295,  745,        1,
( 54/13| 18/13), 4.15385, 1.38462,  7.78157,  7.48782,  745,        1,
(-72/13| 18/13),-5.53846, 1.38462,-10.37543, -2.99513,  746,        2,
( 18/13| 54/13), 1.38462, 4.15385,  2.59386, 10.48295,  746,        2,
( 54/13|-72/13), 4.15385,-5.53846,  7.78157, -7.48782,  746,        2,
(-18/13| 72/13),-1.38462, 5.53846, -2.59386, 10.48295,  747,        1,
(-54/13|-18/13),-4.15385,-1.38462, -7.78157, -7.48782,  747,        1,
( 72/13|-54/13), 5.53846,-4.15385, 10.37543, -2.99513,  747,        1,
(-18/13|-54/13),-1.38462,-4.15385, -2.59386,-10.48295,  748,        2,
(-54/13| 72/13),-4.15385, 5.53846, -7.78157,  7.48782,  748,        2,
( 72/13|-18/13), 5.53846,-1.38462, 10.37543,  2.99513,  748,        2,
(-75/13| 40/13),-5.76923, 3.07692,-10.80774,  0.41599,  749,        1,
( 35/13|-75/13), 2.69231,-5.76923,  5.04361, -9.56777,  749,        1,
( 40/13| 35/13), 3.07692, 2.69231,  5.76413,  9.15178,  749,        1,
(-75/13| 35/13),-5.76923, 2.69231,-10.80774, -0.41599,  750,        2,
( 35/13| 40/13), 2.69231, 3.07692,  5.04361,  9.56777,  750,        2,
( 40/13|-75/13), 3.07692,-5.76923,  5.76413, -9.15178,  750,        2,
( -5   |  5   ),-5.00000, 5.00000, -9.36670,  5.40787,  751,      1+2,
(  0   | -5   ), 0.00000,-5.00000, -0.00000,-10.81574,  751,      1+2,
(  5   |  0   ), 5.00000, 0.00000,  9.36670,  5.40787,  751,      1+2,
( -5   |  0   ),-5.00000, 0.00000, -9.36670, -5.40787,  752,      1+2,
(  0   |  5   ), 0.00000, 5.00000,  0.00000, 10.81574,  752,      1+2,
(  5   | -5   ), 5.00000,-5.00000,  9.36670, -5.40787,  752,      1+2,
(-35/13| 75/13),-2.69231, 5.76923, -5.04361,  9.56777,  753,        1,
(-40/13|-35/13),-3.07692,-2.69231, -5.76413, -9.15178,  753,        1,
( 75/13|-40/13), 5.76923,-3.07692, 10.80774, -0.41599,  753,        1,
(-35/13|-40/13),-2.69231,-3.07692, -5.04361, -9.56777,  754,        2,
(-40/13| 75/13),-3.07692, 5.76923, -5.76413,  9.15178,  754,        2,
( 75/13|-35/13), 5.76923,-2.69231, 10.80774,  0.41599,  754,        2,
(-74/13| 49/13),-5.69231, 3.76923,-10.66363,  1.99675,  755,        1,
( 25/13|-74/13), 1.92308,-5.69231,  3.60258,-10.23335,  755,        1,
( 49/13| 25/13), 3.76923, 1.92308,  7.06105,  8.23660,  755,        1,
(-70/13| 59/13),-5.38462, 4.53846,-10.08722,  3.99350,  756,        1,
( 11/13|-70/13), 0.84615,-5.38462,  1.58513,-10.73254,  756,        1,
( 59/13| 11/13), 4.53846, 0.84615,  8.50209,  6.73904,  756,        1,
(-74/13| 25/13),-5.69231, 1.92308,-10.66363, -1.99675,  757,        2,
( 25/13| 49/13), 1.92308, 3.76923,  3.60258, 10.23335,  757,        2,
( 49/13|-74/13), 3.76923,-5.69231,  7.06105, -8.23660,  757,        2,
(-70/13| 11/13),-5.38462, 0.84615,-10.08722, -3.99350,  758,        2,
( 11/13| 59/13), 0.84615, 4.53846,  1.58513, 10.73254,  758,        2,
( 59/13|-70/13), 4.53846,-5.38462,  8.50209, -6.73904,  758,        2,
(-25/13| 74/13),-1.92308, 5.69231, -3.60258, 10.23335,  759,        1,
(-49/13|-25/13),-3.76923,-1.92308, -7.06105, -8.23660,  759,        1,
( 74/13|-49/13), 5.69231,-3.76923, 10.66363, -1.99675,  759,        1,
(-11/13| 70/13),-0.84615, 5.38462, -1.58513, 10.73254,  760,        1,
(-59/13|-11/13),-4.53846,-0.84615, -8.50209, -6.73904,  760,        1,
( 70/13|-59/13), 5.38462,-4.53846, 10.08722, -3.99350,  760,        1,
(-25/13|-49/13),-1.92308,-3.76923, -3.60258,-10.23335,  761,        2,
(-49/13| 74/13),-3.76923, 5.69231, -7.06105,  8.23660,  761,        2,
( 74/13|-25/13), 5.69231,-1.92308, 10.66363,  1.99675,  761,        2,
(-11/13|-59/13),-0.84615,-4.53846, -1.58513,-10.73254,  762,        2,
(-59/13| 70/13),-4.53846, 5.38462, -8.50209,  6.73904,  762,        2,
( 70/13|-11/13), 5.38462,-0.84615, 10.08722,  3.99350,  762,        2,
(-74/13| 51/13),-5.69231, 3.92308,-10.66363,  2.32954,  763,        2,
( 23/13|-74/13), 1.76923,-5.69231,  3.31437,-10.39975,  763,        2,
( 51/13| 23/13), 3.92308, 1.76923,  7.34926,  8.07020,  763,        2,
(-73/13| 54/13),-5.61538, 4.15385,-10.51953,  2.91193,  764,        2,
( 19/13|-73/13), 1.46154,-5.61538,  2.73796,-10.56614,  764,        2,
( 54/13| 19/13), 4.15385, 1.46154,  7.78157,  7.65422,  764,        2,
(-74/13| 23/13),-5.69231, 1.76923,-10.66363, -2.32954,  765,        1,
( 23/13| 51/13), 1.76923, 3.92308,  3.31437, 10.39975,  765,        1,
( 51/13|-74/13), 3.92308,-5.69231,  7.34926, -8.07020,  765,        1,
(-73/13| 19/13),-5.61538, 1.46154,-10.51953, -2.91193,  766,        1,
( 19/13| 54/13), 1.46154, 4.15385,  2.73796, 10.56614,  766,        1,
( 54/13|-73/13), 4.15385,-5.61538,  7.78157, -7.65422,  766,        1,
(-23/13| 74/13),-1.76923, 5.69231, -3.31437, 10.39975,  767,        2,
(-51/13|-23/13),-3.92308,-1.76923, -7.34926, -8.07020,  767,        2,
( 74/13|-51/13), 5.69231,-3.92308, 10.66363, -2.32954,  767,        2,
(-19/13| 73/13),-1.46154, 5.61538, -2.73796, 10.56614,  768,        2,
(-54/13|-19/13),-4.15385,-1.46154, -7.78157, -7.65422,  768,        2,
( 73/13|-54/13), 5.61538,-4.15385, 10.51953, -2.91193,  768,        2,
(-23/13|-51/13),-1.76923,-3.92308, -3.31437,-10.39975,  769,        1,
(-51/13| 74/13),-3.92308, 5.69231, -7.34926,  8.07020,  769,        1,
( 74/13|-23/13), 5.69231,-1.76923, 10.66363,  2.32954,  769,        1,
(-19/13|-54/13),-1.46154,-4.15385, -2.73796,-10.56614,  770,        1,
(-54/13| 73/13),-4.15385, 5.61538, -7.78157,  7.65422,  770,        1,
( 73/13|-19/13), 5.61538,-1.46154, 10.51953,  2.91193,  770,        1,
(-75/13| 48/13),-5.76923, 3.69231,-10.80774,  1.74716,  771,        2,
( 27/13|-75/13), 2.07692,-5.76923,  3.89078,-10.23335,  771,        2,
( 48/13| 27/13), 3.69231, 2.07692,  6.91695,  8.48619,  771,        2,
(-72/13| 57/13),-5.53846, 4.38462,-10.37543,  3.49432,  772,        2,
( 15/13|-72/13), 1.15385,-5.53846,  2.16155,-10.73254,  772,        2,
( 57/13| 15/13), 4.38462, 1.15385,  8.21388,  7.23823,  772,        2,
(-75/13| 27/13),-5.76923, 2.07692,-10.80774, -1.74716,  773,        1,
( 27/13| 48/13), 2.07692, 3.69231,  3.89078, 10.23335,  773,        1,
( 48/13|-75/13), 3.69231,-5.76923,  6.91695, -8.48619,  773,        1,
(-72/13| 15/13),-5.53846, 1.15385,-10.37543, -3.49432,  774,        1,
( 15/13| 57/13), 1.15385, 4.38462,  2.16155, 10.73254,  774,        1,
( 57/13|-72/13), 4.38462,-5.53846,  8.21388, -7.23823,  774,        1,
(-27/13| 75/13),-2.07692, 5.76923, -3.89078, 10.23335,  775,        2,
(-48/13|-27/13),-3.69231,-2.07692, -6.91695, -8.48619,  775,        2,
( 75/13|-48/13), 5.76923,-3.69231, 10.80774, -1.74716,  775,        2,
(-15/13| 72/13),-1.15385, 5.53846, -2.16155, 10.73254,  776,        2,
(-57/13|-15/13),-4.38462,-1.15385, -8.21388, -7.23823,  776,        2,
( 72/13|-57/13), 5.53846,-4.38462, 10.37543, -3.49432,  776,        2,
(-27/13|-48/13),-2.07692,-3.69231, -3.89078,-10.23335,  777,        1,
(-48/13| 75/13),-3.69231, 5.76923, -6.91695,  8.48619,  777,        1,
( 75/13|-27/13), 5.76923,-2.07692, 10.80774,  1.74716,  777,        1,
(-15/13|-57/13),-1.15385,-4.38462, -2.16155,-10.73254,  778,        1,
(-57/13| 72/13),-4.38462, 5.53846, -8.21388,  7.23823,  778,        1,
( 72/13|-15/13), 5.53846,-1.15385, 10.37543,  3.49432,  778,        1,
(-76/13| 44/13),-5.84615, 3.38462,-10.95184,  0.99838,  779,        1,
( 32/13|-76/13), 2.46154,-5.84615,  4.61130, -9.98376,  779,        1,
( 44/13| 32/13), 3.38462, 2.46154,  6.34054,  8.98538,  779,        1,
(-68/13| 64/13),-5.23077, 4.92308, -9.79901,  4.99188,  780,        1,
(  4/13|-68/13), 0.30769,-5.23077,  0.57641,-10.98213,  780,        1,
( 64/13|  4/13), 4.92308, 0.30769,  9.22260,  5.99026,  780,        1,
(-76/13| 32/13),-5.84615, 2.46154,-10.95184, -0.99838,  781,        2,
( 32/13| 44/13), 2.46154, 3.38462,  4.61130,  9.98376,  781,        2,
( 44/13|-76/13), 3.38462,-5.84615,  6.34054, -8.98538,  781,        2,
(-68/13|  4/13),-5.23077, 0.30769, -9.79901, -4.99188,  782,        2,
(  4/13| 64/13), 0.30769, 4.92308,  0.57641, 10.98213,  782,        2,
( 64/13|-68/13), 4.92308,-5.23077,  9.22260, -5.99026,  782,        2,
(-32/13| 76/13),-2.46154, 5.84615, -4.61130,  9.98376,  783,        1,
(-44/13|-32/13),-3.38462,-2.46154, -6.34054, -8.98538,  783,        1,
( 76/13|-44/13), 5.84615,-3.38462, 10.95184, -0.99838,  783,        1,
( -4/13| 68/13),-0.30769, 5.23077, -0.57641, 10.98213,  784,        1,
(-64/13| -4/13),-4.92308,-0.30769, -9.22260, -5.99026,  784,        1,
( 68/13|-64/13), 5.23077,-4.92308,  9.79901, -4.99188,  784,        1,
(-32/13|-44/13),-2.46154,-3.38462, -4.61130, -9.98376,  785,        2,
(-44/13| 76/13),-3.38462, 5.84615, -6.34054,  8.98538,  785,        2,
( 76/13|-32/13), 5.84615,-2.46154, 10.95184,  0.99838,  785,        2,
( -4/13|-64/13),-0.30769,-4.92308, -0.57641,-10.98213,  786,        2,
(-64/13| 68/13),-4.92308, 5.23077, -9.22260,  5.99026,  786,        2,
( 68/13| -4/13), 5.23077,-0.30769,  9.79901,  4.99188,  786,        2,
(-76/13| 45/13),-5.84615, 3.46154,-10.95184,  1.16477,  787,        2,
( 31/13|-76/13), 2.38462,-5.84615,  4.46720,-10.06696,  787,        2,
( 45/13| 31/13), 3.46154, 2.38462,  6.48464,  8.90218,  787,        2,
(-71/13| 60/13),-5.46154, 4.61538,-10.23132,  4.07670,  788,        2,
( 11/13|-71/13), 0.84615,-5.46154,  1.58513,-10.89894,  788,        2,
( 60/13| 11/13), 4.61538, 0.84615,  8.64619,  6.82224,  788,        2,
(-76/13| 31/13),-5.84615, 2.38462,-10.95184, -1.16477,  789,        1,
( 31/13| 45/13), 2.38462, 3.46154,  4.46720, 10.06696,  789,        1,
( 45/13|-76/13), 3.46154,-5.84615,  6.48464, -8.90218,  789,        1,
(-71/13| 11/13),-5.46154, 0.84615,-10.23132, -4.07670,  790,        1,
( 11/13| 60/13), 0.84615, 4.61538,  1.58513, 10.89894,  790,        1,
( 60/13|-71/13), 4.61538,-5.46154,  8.64619, -6.82224,  790,        1,
(-31/13| 76/13),-2.38462, 5.84615, -4.46720, 10.06696,  791,        2,
(-45/13|-31/13),-3.46154,-2.38462, -6.48464, -8.90218,  791,        2,
( 76/13|-45/13), 5.84615,-3.46154, 10.95184, -1.16477,  791,        2,
(-11/13| 71/13),-0.84615, 5.46154, -1.58513, 10.89894,  792,        2,
(-60/13|-11/13),-4.61538,-0.84615, -8.64619, -6.82224,  792,        2,
( 71/13|-60/13), 5.46154,-4.61538, 10.23132, -4.07670,  792,        2,
(-31/13|-45/13),-2.38462,-3.46154, -4.46720,-10.06696,  793,        1,
(-45/13| 76/13),-3.46154, 5.84615, -6.48464,  8.90218,  793,        1,
( 76/13|-31/13), 5.84615,-2.38462, 10.95184,  1.16477,  793,        1,
(-11/13|-60/13),-0.84615,-4.61538, -1.58513,-10.89894,  794,        1,
(-60/13| 71/13),-4.61538, 5.46154, -8.64619,  6.82224,  794,        1,
( 71/13|-11/13), 5.46154,-0.84615, 10.23132,  4.07670,  794,        1,
